filename;label
YNP1_20230525_132502_0_01958_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_01997_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02045_650.wav;American Robin
YNP1_20230525_132502_0_02060_650.wav;American Robin
YNP1_20230525_132502_0_02069_650.wav;Dusky Flycatcher
YNP1_20230525_132502_0_02090_650.wav;American Robin
YNP1_20230525_132502_0_02309_650.wav;Dark-eyed Junco
YNP1_20230525_132502_0_02420_650.wav;American Robin
YNP1_20230525_132502_0_02603_650.wav;Dusky Flycatcher
YNP1_20230525_132502_0_02651_650.wav;Dark-eyed Junco
YNP1_20230525_132502_0_02693_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02705_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02771_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02846_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02849_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02858_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02861_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02864_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02867_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02870_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02873_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02876_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02879_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02882_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02891_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02894_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02897_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02900_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02903_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02906_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02909_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02912_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02924_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02930_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02936_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02939_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02948_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02954_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02957_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02963_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02969_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02975_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_02978_650.wav;Hammond's Flycatcher
YNP1_20230525_132502_0_03548_650.wav;Downy Woodpecker
YNP1_20230525_142502_0_00038_650.wav;Northern Flicker
YNP1_20230525_142502_0_00305_650.wav;Ruby-crowned Kinglet
YNP1_20230525_152502_0_00617_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00626_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00629_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00635_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00638_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00641_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00644_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00647_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00650_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00653_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00656_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00662_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00668_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00671_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00674_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00677_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00686_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00689_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00692_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00695_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00698_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00704_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00707_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00710_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00713_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00716_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00719_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00728_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00731_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00743_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00746_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00794_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00806_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00923_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00980_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_00998_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01001_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01004_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01007_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01010_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01013_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01016_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01019_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01022_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01025_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01028_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01031_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01106_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01196_650.wav;Hammond's Flycatcher
YNP1_20230525_152502_0_01451_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_02450_650.wav;Ruby-crowned Kinglet
YNP1_20230525_162502_0_02840_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03110_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03200_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03212_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03218_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03224_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03230_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03233_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03242_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03350_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03353_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03374_650.wav;Hammond's Flycatcher
YNP1_20230525_162502_0_03515_650.wav;Mountain Chickadee
YNP1_20230525_172502_0_00437_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00587_650.wav;Mountain Chickadee
YNP1_20230525_172502_0_00596_650.wav;Mountain Chickadee
YNP1_20230525_172502_0_00671_650.wav;Mountain Chickadee
YNP1_20230525_172502_0_00677_650.wav;Mountain Chickadee
YNP1_20230525_172502_0_00680_650.wav;Mountain Chickadee
YNP1_20230525_172502_0_00722_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00734_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00740_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00746_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00749_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00764_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00770_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00779_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00800_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00803_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00818_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_00836_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_01337_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_01340_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_01346_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_01349_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_01412_650.wav;Dusky Flycatcher
YNP1_20230525_172502_0_01721_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_01916_650.wav;House Wren
YNP1_20230525_172502_0_01922_650.wav;House Wren
YNP1_20230525_172502_0_01934_650.wav;House Wren
YNP1_20230525_172502_0_02144_650.wav;Ruby-crowned Kinglet
YNP1_20230525_172502_0_02147_650.wav;Ruby-crowned Kinglet
YNP1_20230525_172502_0_02426_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_02477_650.wav;Hammond's Flycatcher
YNP1_20230525_172502_0_03074_650.wav;Vesper Sparrow
YNP1_20230525_172502_0_03116_650.wav;Vesper Sparrow
YNP1_20230525_172502_0_03227_650.wav;Ruby-crowned Kinglet
YNP1_20230525_182502_0_00206_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00212_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00215_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00218_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00221_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00224_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00230_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00233_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00242_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00245_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00251_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_00257_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_01007_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_01130_650.wav;Ruby-crowned Kinglet
YNP1_20230525_182502_0_01166_650.wav;Red-breasted Nuthatch
YNP1_20230525_182502_0_02321_650.wav;Northern Flicker
YNP1_20230525_182502_0_02339_650.wav;Northern Flicker
YNP1_20230525_182502_0_02348_650.wav;Northern Flicker
YNP1_20230525_182502_0_02813_650.wav;Ruby-crowned Kinglet
YNP1_20230525_182502_0_03488_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_03491_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_03506_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_03515_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_03518_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_03530_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_03548_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_03551_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_03572_650.wav;Hammond's Flycatcher
YNP1_20230525_182502_0_03575_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_00188_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_00194_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_00236_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_00248_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_00254_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_00362_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_00812_650.wav;Mountain Chickadee
YNP1_20230525_192502_0_00821_650.wav;Mountain Chickadee
YNP1_20230525_192502_0_00827_650.wav;Mountain Chickadee
YNP1_20230525_192502_0_00863_650.wav;Mountain Chickadee
YNP1_20230525_192502_0_00983_650.wav;Mountain Chickadee
YNP1_20230525_192502_0_01097_650.wav;Mountain Chickadee
YNP1_20230525_192502_0_01355_650.wav;Mountain Chickadee
YNP1_20230525_192502_0_01634_650.wav;Mountain Chickadee
YNP1_20230525_192502_0_01640_650.wav;Mountain Chickadee
YNP1_20230525_192502_0_01715_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_01799_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_01814_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_01856_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_01961_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02237_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02327_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02336_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02339_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02342_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02345_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02348_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02351_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02357_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02366_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02372_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02375_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02384_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02399_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02402_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02426_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02432_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02438_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02444_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_02453_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_02456_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_02459_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_02462_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_02471_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_02474_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02480_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_02810_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_02972_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_02993_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_03071_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_03098_650.wav;Dark-eyed Junco
YNP1_20230525_192502_0_03422_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03425_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03428_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03434_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03458_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03464_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03473_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03488_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03494_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03515_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03521_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03527_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03533_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03536_650.wav;Hammond's Flycatcher
YNP1_20230525_192502_0_03542_650.wav;Hammond's Flycatcher
